,Unnamed: 0,attendance,away_team,away_team_errors,away_team_hits,away_team_runs,date,field_type,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,day_of_week,temperature,wind_speed,wind_direction,sky,total_runs,game_hours_dec,season,home_team_win,home_team_loss,home_team_outcome,Date,Opponent,Home_Barrels,Home_Barrel %,Home_Max EV,Home_Avg EV,Home_Launch Angle,Home_xBA,Home_xSLG,Home_xWOBA,Home_WOBA,Home_Hard Hit %,,Away_Barrels,Away_Barrel %,Away_Max EV,Away_Avg EV,Away_Launch Angle,Away_xBA,Away_xSLG,Away_xWOBA,Away_WOBA,Away_Hard Hit %
34334,728,30257,Nationals,0,9,1,9/4/2016,on grass,Night Game,Mets,0,9,5,8:08 p.m. Local,Citi Field,Sunday,76,10, in from Rightfield,Cloudy,6,2.983333333,regular season,1,0,Win,9/4/2016,Nationals,0,0,106,81.9,27.2,0.286,0.435,0.328,0.34,40.7,,1,4.2,109.1,84.2,20.8,0.274,0.345,0.307,0.229,29.2
34377,729,22595,White Sox,0,16,13,9/4/2016,on grass,Day Game,Twins,3,18,11,1:11 p.m. Local,Target Field,Sunday,77,17, from Right to Left,Unknown,24,4.766666667,regular season,0,1,Loss,9/4/2016,White Sox,6,14.3,111.5,85.4,20,0.244,0.499,0.343,0.427,40.5,,3,10.7,109.1,81.7,18.2,0.272,0.479,0.355,0.35,39.3
34389,730,46441,Padres,0,7,4,9/4/2016,on grass,Day Game,Dodgers,1,9,7,1:10 p.m. Local,Dodger Stadium,Sunday,76,2, from Left to Right,Cloudy,11,3.15,regular season,1,0,Win,9/4/2016,Padres,1,4,109,85.6,17.8,0.225,0.332,0.313,0.377,32,,3,12.5,106.1,84.6,25.1,0.21,0.408,0.305,0.326,45.8
34435,731,34616,Tigers,0,13,6,9/4/2016,on grass,Day Game,Royals,0,7,5,1:17 p.m. Local,Kauffman Stadium,Sunday,80,11, from Right to Left,Cloudy,11,3.316666667,regular season,0,1,Loss,9/4/2016,Tigers,1,4,106.9,85.6,20.2,0.219,0.307,0.282,0.299,44,,2,7.7,111.2,83.8,17.3,0.349,0.527,0.397,0.366,46.2
34481,733,25910,Marlins,0,11,5,9/4/2016,on grass,Day Game,Indians,2,10,6,4:11 p.m. Local,Progressive Field,Sunday,78,13, in from Centerfield,Sunny,11,3.716666667,regular season,1,0,Win,9/4/2016,Marlins,1,3.6,104.5,82.5,14.9,0.247,0.332,0.325,0.342,32.1,,5,16.1,109.4,87.4,16.1,0.376,0.699,0.484,0.447,54.8
34522,734,26985,Cardinals,0,5,5,9/4/2016,on grass,Day Game,Reds,2,11,2,1:11 p.m. Local,Great American Ball Park,Sunday,81,2, in unknown direction,Sunny,7,2.933333333,regular season,0,1,Loss,9/4/2016,Cardinals,0,0,99.6,81.1,9,0.221,0.259,0.274,0.346,16,,2,8,107.1,79.5,12,0.206,0.372,0.304,0.337,24
34537,735,41293,Giants,0,4,2,9/4/2016,on grass,Day Game,Cubs,1,10,3,1:22 p.m. Local,Wrigley Field,Sunday,76,8, out to Leftfield,Cloudy,5,4.383333333,regular season,1,0,Win,9/4/2016,Giants,2,5.3,112.3,82.2,13.7,0.257,0.377,0.308,0.246,31.6,,1,4.2,108.2,85.2,18.2,0.264,0.39,0.317,0.204,41.7
34576,736,31161,Yankees,0,7,5,9/4/2016,on grass,Day Game,Orioles,1,6,2,1:38 p.m. Local,Oriole Park at Camden Yards,Sunday,73,7, in from Centerfield,Cloudy,7,3.283333333,regular season,0,1,Loss,9/4/2016,Yankees,0,0,105.5,80.6,14.7,0.186,0.267,0.264,0.24,26.1,,1,3.4,107.4,83.2,24.5,0.227,0.354,0.265,0.274,31
34610,737,35538,Astros,0,11,4,9/3/2016,on grass,Day Game,Rangers,0,16,12,3:09 p.m. Local,Globe Life Park in Arlington,Saturday,87,7, from Left to Right,Cloudy,16,3.45,regular season,1,0,Win,9/3/2016,Astros,2,6.5,109.5,88.3,12.3,0.281,0.451,0.35,0.498,51.6,,3,7.3,108.9,82,15.1,0.238,0.413,0.306,0.354,46.3
34641,738,14353,Blue Jays,0,6,5,9/3/2016,on turf,Night Game,Rays,0,13,7,6:10 p.m. Local,Tropicana Field,Saturday,72,0, in unknown direction,In Dome,12,3.1,regular season,1,0,Win,9/3/2016,Blue Jays,2,8,108,80.1,29.2,0.286,0.455,0.349,0.404,36,,1,5,105.9,77.6,16.8,0.171,0.274,0.217,0.263,15
34662,739,20357,Angels,0,15,10,9/3/2016,on grass,Night Game,Mariners,1,9,3,6:10 p.m. Local,Safeco Field,Saturday,66,8, out to Rightfield,Cloudy,13,2.9,regular season,0,1,Loss,9/3/2016,Angels,2,8,109.1,87.9,14.6,0.224,0.46,0.31,0.322,52,,5,16.1,108.1,84,19.1,0.369,0.697,0.458,0.397,35.5
34699,740,26637,Brewers,1,14,7,9/3/2016,on grass,Night Game,Pirates,0,9,4,7:07 p.m. Local,PNC Park,Saturday,76,7, in from Centerfield,Cloudy,11,3.75,regular season,0,1,Loss,9/3/2016,Brewers,2,7.7,106.9,80.4,5.9,0.248,0.418,0.352,0.386,26.9,,1,3.6,110.8,82.7,22.2,0.275,0.435,0.337,0.336,35.7
34728,741,19453,Braves,1,9,6,9/3/2016,on grass,Night Game,Phillies,2,6,4,7:06 p.m. Local,Citizens Bank Park,Saturday,73,10, from Right to Left,Cloudy,10,3.45,regular season,0,1,Loss,9/3/2016,Braves,3,10.7,111.3,83.6,18.5,0.241,0.396,0.295,0.238,42.9,,1,4.2,109.2,83.6,17,0.199,0.306,0.236,0.34,41.7
34742,742,30045,Red Sox,0,17,11,9/3/2016,on grass,Night Game,Athletics,2,5,2,6:07 p.m. Local,Oakland-Alameda County Coliseum,Saturday,60,15, out to Rightfield,Unknown,13,3,regular season,0,1,Loss,9/3/2016,Red Sox,2,7.1,109.5,82.8,27.4,0.207,0.415,0.261,0.165,25,,2,9.5,104.9,85.1,24.6,0.212,0.445,0.323,0.265,38.1
34784,743,36118,Nationals,0,7,1,9/3/2016,on grass,Night Game,Mets,1,6,3,7:11 p.m. Local,Citi Field,Saturday,72,9, in from Rightfield,Cloudy,4,3.216666667,regular season,1,0,Win,9/3/2016,Nationals,0,0,104.8,82.5,16.5,0.283,0.372,0.336,0.277,25,,1,3.6,105.6,82.8,11.5,0.173,0.228,0.229,0.157,25
34827,744,22274,White Sox,1,4,3,9/3/2016,on grass,Night Game,Twins,0,12,11,6:11 p.m. Local,Target Field,Saturday,74,17, from Right to Left,Cloudy,14,3.2,regular season,1,0,Win,9/3/2016,White Sox,4,15.4,110.8,82.4,17.9,0.254,0.559,0.389,0.501,34.6,,0,0,108.3,83.4,10.8,0.234,0.313,0.319,0.297,28
34839,745,47590,Padres,0,4,1,9/3/2016,on grass,Night Game,Dodgers,0,9,5,6:09 p.m. Local,Dodger Stadium,Saturday,72,8, from Left to Right,Sunny,6,2.583333333,regular season,1,0,Win,9/3/2016,Padres,2,8.7,108.2,89.1,7.9,0.314,0.512,0.384,0.371,60.9,,3,9.7,107.7,84.1,23.8,0.267,0.516,0.366,0.395,29
34885,746,39757,Tigers,0,9,2,9/3/2016,on grass,Night Game,Royals,0,9,5,6:15 p.m. Local,Kauffman Stadium,Saturday,77,11, from Right to Left,Sunny,7,3.233333333,regular season,1,0,Win,9/3/2016,Tigers,0,0,103.4,77.7,14.4,0.196,0.257,0.241,0.319,15.4,,1,4,107.7,82,34.7,0.184,0.297,0.281,0.241,32
34931,748,27483,Marlins,3,4,3,9/3/2016,on grass,Night Game,Indians,0,12,8,7:10 p.m. Local,Progressive Field,Saturday,72,14, in from Rightfield,Sunny,11,2.633333333,regular season,1,0,Win,9/3/2016,Marlins,2,6.5,110.7,87.2,14,0.293,0.456,0.352,0.406,45.2,,6,15.4,114.5,85.1,16.2,0.362,0.694,0.463,0.517,43.6
34972,749,31118,Cardinals,1,5,1,9/3/2016,on grass,Day Game,Reds,1,12,9,4:10 p.m. Local,Great American Ball Park,Saturday,79,12, from Right to Left,Sunny,10,3.166666667,regular season,1,0,Win,9/3/2016,Cardinals,0,0,103.5,79.2,9.6,0.252,0.283,0.315,0.418,19.2,,2,6.3,109.1,82.2,7.5,0.274,0.412,0.335,0.436,43.8
34987,750,41250,Giants,1,4,3,9/3/2016,on grass,Day Game,Cubs,1,7,2,1:22 p.m. Local,Wrigley Field,Saturday,71,9, from Right to Left,Sunny,5,3.216666667,regular season,0,1,Loss,9/3/2016,Giants,0,0,108.1,80.4,22.8,0.161,0.238,0.225,0.251,22.7,,2,6.5,106.6,81.1,18.1,0.225,0.418,0.287,0.309,22.6
35026,751,30855,Yankees,1,4,0,9/3/2016,on grass,Night Game,Orioles,0,8,2,7:06 p.m. Local,Oriole Park at Camden Yards,Saturday,76,9, in from Centerfield,Cloudy,2,3.033333333,regular season,1,0,Win,9/3/2016,Yankees,0,0,111,85.3,23.4,0.259,0.352,0.326,0.363,28,,2,6.1,114.5,87.7,10.5,0.261,0.384,0.313,0.421,42.4
35044,755,29330,Marlins,1,10,6,9/1/2016,on grass,Night Game,Mets,0,9,4,7:10 p.m. Local,Citi Field,Thursday,76,5, in from Centerfield,Unknown,10,3.416666667,regular season,0,1,Loss,9/1/2016,Marlins,2,6.5,104.4,83.4,22,0.239,0.411,0.309,0.342,45.2,,0,0,106.7,82.2,10.9,0.209,0.273,0.246,0.232,23.1
35054,756,20329,White Sox,0,15,5,9/1/2016,on grass,Night Game,Twins,0,9,8,7:10 p.m. Local,Target Field,Thursday,72,8, in from Centerfield,Cloudy,13,3.216666667,regular season,1,0,Win,9/1/2016,White Sox,1,5,109.1,81.3,20.4,0.193,0.324,0.25,0.351,30,,1,4.5,106.6,83,16.7,0.212,0.361,0.296,0.255,36.4
35057,757,38536,Giants,0,3,4,9/1/2016,on grass,Night Game,Cubs,1,8,5,7:06 p.m. Local,Wrigley Field,Thursday,68,15, in from Leftfield,Cloudy,9,2.9,regular season,1,0,Win,9/1/2016,Giants,0,0,105.5,79.5,18.4,0.269,0.361,0.322,0.282,29.2,,0,0,103.7,78,19.2,0.178,0.208,0.216,0.175,22.2
35064,758,22253,Padres,0,8,6,9/1/2016,on grass,Day Game,Braves,0,11,9,12:11 p.m. Local,Turner Field,Thursday,85,2, from Left to Right,Cloudy,15,2.8,regular season,1,0,Win,9/1/2016,Padres,3,10,106.5,85.5,13.5,0.318,0.6,0.429,0.366,36.7,,1,3.7,107.7,88.5,10.3,0.213,0.325,0.31,0.356,40.7
35092,759,21309,Mariners,0,8,1,8/31/2016,on grass,Day Game,Rangers,1,12,14,1:08 p.m. Local,Globe Life Park in Arlington,Wednesday,91,2, out to Rightfield,Cloudy,15,3.016666667,regular season,1,0,Win,8/31/2016,Mariners,4,13.8,108,86.9,12.7,0.347,0.707,0.488,0.523,48.3,,1,2.9,112,87.5,13.9,0.27,0.366,0.297,0.379,54.3
35150,761,16503,Nationals,0,6,2,8/31/2016,on grass,Night Game,Phillies,1,2,1,7:08 p.m. Local,Citizens Bank Park,Wednesday,86,7, out to Centerfield,Unknown,3,2.833333333,regular season,0,1,Loss,8/31/2016,Nationals,0,0,101.5,82.6,8.9,0.196,0.245,0.227,0.143,27.3,,0,0,103.5,80.8,20.7,0.233,0.288,0.278,0.186,28
35176,762,33471,Marlins,0,7,2,8/31/2016,on grass,Night Game,Mets,3,9,5,7:10 p.m. Local,Citi Field,Wednesday,81,14, out to Leftfield,Unknown,7,2.766666667,regular season,1,0,Win,8/31/2016,Marlins,1,3.4,108.4,83.5,24.5,0.241,0.417,0.338,0.357,44.8,,0,0,105,81.5,19.2,0.136,0.204,0.268,0.317,27.8
35197,763,17645,Cardinals,0,3,1,8/31/2016,on grass,Night Game,Brewers,1,4,3,7:11 p.m. Local,Miller Park,Wednesday,72,10, from Left to Right,Sunny,4,2.55,regular season,1,0,Win,8/31/2016,Cardinals,1,6.3,107.2,87.9,21.3,0.182,0.361,0.259,0.225,43.8,,1,4.2,103.9,81.6,16.9,0.173,0.261,0.217,0.155,25
35247,764,22615,Yankees,1,11,5,8/31/2016,on grass,Night Game,Royals,2,6,4,7:16 p.m. Local,Kauffman Stadium,Wednesday,78,9, from Left to Right,Cloudy,9,4.316666667,regular season,0,1,Loss,8/31/2016,Yankees,2,5.3,109,87.2,11.1,0.226,0.379,0.305,0.237,23.7,,0,0,107,83.3,22.5,0.197,0.229,0.236,0.175,10.5
35253,765,20033,Athletics,0,8,3,8/31/2016,on grass,Day Game,Astros,1,6,4,1:11 p.m. Local,Minute Maid Park,Wednesday,73,0, in unknown direction,In Dome,7,2.716666667,regular season,1,0,Win,8/31/2016,Athletics,2,9.5,112.1,83.3,25.5,0.191,0.383,0.269,0.274,28.6,,1,3.6,107.4,83.7,17.4,0.22,0.329,0.289,0.336,28.6
35308,766,32465,White Sox,0,4,2,8/31/2016,on grass,Day Game,Tigers,0,9,3,1:10 p.m. Local,Comerica Park,Wednesday,78,5, from Left to Right,Unknown,5,2.766666667,regular season,1,0,Win,8/31/2016,White Sox,1,3.8,104.9,83.2,19.8,0.251,0.394,0.317,0.336,15.4,,2,6.7,110.8,85.2,10.1,0.335,0.54,0.404,0.429,30
35336,767,22683,Dodgers,2,10,10,8/31/2016,on grass,Night Game,Rockies,1,12,8,6:10 p.m. Local,Coors Field,Wednesday,78,10, in from Centerfield,Sunny,18,3.6,regular season,0,1,Loss,8/31/2016,Dodgers,1,3.3,105.2,83.5,13.5,0.331,0.474,0.368,0.468,26.7,,1,4.3,109.7,85.7,7.8,0.264,0.382,0.339,0.21,34.8
35366,768,24790,Dodgers,0,6,0,8/31/2016,on grass,Day Game,Rockies,0,14,7,1:12 p.m. Local,Coors Field,Wednesday,69,5, from Right to Left,Sunny,7,2.916666667,regular season,1,0,Win,8/31/2016,Dodgers,1,3.3,105.2,83.5,13.5,0.331,0.474,0.368,0.468,26.7,,2,6.5,105.3,86.6,27.5,0.214,0.37,0.29,0.316,35.5
35383,769,11811,Twins,0,8,4,8/31/2016,on grass,Night Game,Indians,0,12,8,7:11 p.m. Local,Progressive Field,Wednesday,75,16, in from Rightfield,Overcast,12,2.75,regular season,1,0,Win,8/31/2016,Twins,2,6.5,114,87.2,16.9,0.355,0.529,0.411,0.445,35.5,,1,3.6,109.8,84.1,13.9,0.189,0.298,0.247,0.277,28.6
35409,770,38137,Pirates,0,9,5,8/31/2016,on grass,Night Game,Cubs,2,8,6,7:09 p.m. Local,Wrigley Field,Wednesday,70,17, in from Leftfield,Unknown,11,3.8,regular season,1,0,Win,8/31/2016,Pirates,2,7.4,104.7,85.4,18.3,0.308,0.491,0.392,0.361,25.9,,1,4.2,104,87.2,11.1,0.184,0.282,0.24,0.302,8.3
35455,771,36786,Rays,0,12,6,8/31/2016,on grass,Day Game,Red Sox,0,12,8,1:36 p.m. Local,Fenway Park,Wednesday,81,7, out to Centerfield,Unknown,14,3.166666667,regular season,1,0,Win,8/31/2016,Rays,1,3.3,112.6,86.2,24.4,0.26,0.466,0.339,0.453,33.3,,2,8,108.5,80.2,14.2,0.211,0.345,0.251,0.219,32
35478,772,16161,Blue Jays,1,9,5,8/31/2016,on grass,Night Game,Orioles,0,8,3,7:08 p.m. Local,Oriole Park at Camden Yards,Wednesday,85,6, out to Leftfield,Cloudy,8,3.2,regular season,0,1,Loss,8/31/2016,Blue Jays,3,9.7,113.6,85.9,22.2,0.349,0.559,0.419,0.28,51.6,,1,3.3,106.2,81,15,0.262,0.344,0.266,0.218,30
35496,773,20899,Padres,1,5,1,8/31/2016,on grass,Night Game,Braves,0,12,8,7:11 p.m. Local,Turner Field,Wednesday,90,5, out to Centerfield,Cloudy,9,3.366666667,regular season,1,0,Win,8/31/2016,Padres,3,10.3,107.8,84.3,15,0.329,0.533,0.428,0.412,44.8,,1,4.5,106.1,84,17.9,0.212,0.334,0.275,0.172,31.8
35522,774,34215,Reds,0,4,0,8/31/2016,on grass,Day Game,Angels,2,7,3,4:08 p.m. Local,Angel Stadium of Anaheim,Wednesday,90,9, out to Centerfield,Sunny,3,2.166666667,regular season,1,0,Win,8/31/2016,Reds,0,0,104,84,14.7,0.166,0.217,0.184,0.256,28.6,,1,2.2,110.9,84.3,14.5,0.297,0.442,0.32,0.243,30.4
35572,775,26950,Mariners,3,11,7,8/30/2016,on grass,Night Game,Rangers,1,15,8,7:08 p.m. Local,Globe Life Park in Arlington,Tuesday,88,11, from Left to Right,Cloudy,15,3.383333333,regular season,1,0,Win,8/30/2016,Mariners,2,6.3,109.9,84.2,17.2,0.289,0.478,0.361,0.427,40.6,,0,0,105.9,84.5,12.3,0.251,0.322,0.267,0.259,42.3
35630,777,16378,Nationals,0,7,3,8/30/2016,on grass,Night Game,Phillies,0,3,2,7:07 p.m. Local,Citizens Bank Park,Tuesday,82,5, from Right to Left,Cloudy,5,2.7,regular season,0,1,Loss,8/30/2016,Nationals,0,0,105.2,83.6,20.6,0.118,0.212,0.177,0.184,25,,2,9.5,107.1,80.8,29.6,0.162,0.375,0.238,0.221,38.1
35656,778,32634,Marlins,0,9,4,8/30/2016,on grass,Night Game,Mets,0,13,7,7:11 p.m. Local,Citi Field,Tuesday,77,9, out to Leftfield,Cloudy,11,3.066666667,regular season,1,0,Win,8/30/2016,Marlins,4,13.3,108.3,86.9,13.5,0.304,0.57,0.387,0.444,33.3,,0,0,101,78,15.5,0.219,0.251,0.237,0.206,12.5
35677,779,22918,Cardinals,0,7,2,8/30/2016,on grass,Night Game,Brewers,0,5,1,7:11 p.m. Local,Miller Park,Tuesday,80,0, in unknown direction,In Dome,3,3.133333333,regular season,0,1,Loss,8/30/2016,Cardinals,0,0,106.3,82.9,4.3,0.172,0.201,0.194,0.181,26.1,,0,0,101,78,15.5,0.219,0.251,0.237,0.206,12.5
35727,780,22895,Yankees,2,14,5,8/30/2016,on grass,Night Game,Royals,0,7,4,7:16 p.m. Local,Kauffman Stadium,Tuesday,82,6, in from Rightfield,Cloudy,9,4.116666667,regular season,0,1,Loss,8/30/2016,Yankees,1,3.7,111.8,86.9,15.6,0.224,0.378,0.304,0.279,29.6,,2,9.5,103.4,81.9,6.1,0.234,0.406,0.306,0.327,38.1
35733,781,23114,Athletics,1,5,1,8/30/2016,on grass,Night Game,Astros,1,5,3,7:11 p.m. Local,Minute Maid Park,Tuesday,73,0, in unknown direction,In Dome,4,2.466666667,regular season,1,0,Win,8/30/2016,Athletics,2,7.7,103.9,81.7,2,0.276,0.504,0.344,0.263,38.5,,2,8.3,106.7,79.4,20.8,0.192,0.317,0.305,0.346,25
35788,782,27121,White Sox,2,9,4,8/30/2016,on grass,Night Game,Tigers,0,11,8,7:10 p.m. Local,Comerica Park,Tuesday,80,4, in from Centerfield,Unknown,12,3.216666667,regular season,1,0,Win,8/30/2016,White Sox,5,15.6,111,86.7,20.4,0.345,0.623,0.445,0.412,34.4,,2,7.1,110.4,80.9,22.3,0.286,0.484,0.374,0.414,46.4
35803,783,11937,Twins,0,10,4,8/30/2016,on grass,Night Game,Indians,1,9,5,7:10 p.m. Local,Progressive Field,Tuesday,78,7, in from Rightfield,Cloudy,9,3.166666667,regular season,1,0,Win,8/30/2016,Twins,3,15.8,109.3,85.1,12.7,0.276,0.545,0.428,0.479,47.4,,1,4,105.7,85.8,17.9,0.262,0.415,0.303,0.364,44
35829,784,38174,Pirates,0,4,0,8/30/2016,on grass,Night Game,Cubs,0,5,3,7:06 p.m. Local,Wrigley Field,Tuesday,75,1, in from Leftfield,Unknown,3,2.6,regular season,1,0,Win,8/30/2016,Pirates,1,4.8,109.2,83,22.9,0.233,0.339,0.305,0.271,28.6,,2,11.1,107.4,85.6,14.7,0.225,0.38,0.295,0.228,61.1
35875,785,37083,Rays,0,8,4,8/30/2016,on grass,Night Game,Red Sox,0,6,3,7:11 p.m. Local,Fenway Park,Tuesday,72,7, out to Centerfield,Cloudy,7,3.183333333,regular season,0,1,Loss,8/30/2016,Rays,1,5,108.7,80.4,29.6,0.131,0.169,0.187,0.25,20,,0,0,104.6,81.1,5.1,0.205,0.234,0.195,0.134,21.7
35898,786,16083,Blue Jays,0,7,3,8/30/2016,on grass,Night Game,Orioles,1,7,5,7:07 p.m. Local,Oriole Park at Camden Yards,Tuesday,84,4, out to Leftfield,Sunny,8,2.566666667,regular season,1,0,Win,8/30/2016,Blue Jays,3,11.5,112.7,86.6,21.9,0.275,0.56,0.39,0.363,38.5,,1,3.1,109.2,83.5,8.6,0.291,0.378,0.332,0.313,34.4
35916,787,20309,Padres,0,7,3,8/30/2016,on grass,Night Game,Braves,0,12,7,7:12 p.m. Local,Turner Field,Tuesday,86,12, in from Rightfield,Cloudy,10,2.916666667,regular season,1,0,Win,8/30/2016,Padres,1,3.2,108.3,90.3,11.8,0.373,0.486,0.428,0.403,38.7,,0,0,105.7,82.4,13,0.235,0.31,0.288,0.259,21.4
35942,788,33042,Reds,0,11,2,8/30/2016,on grass,Night Game,Angels,0,10,4,7:08 p.m. Local,Angel Stadium of Anaheim,Tuesday,79,6, out to Rightfield,Sunny,6,2.933333333,regular season,1,0,Win,8/30/2016,Reds,4,15.4,113.4,83.4,12.4,0.283,0.556,0.368,0.39,26.9,,1,3.8,108.1,85.9,20.3,0.207,0.328,0.268,0.256,30.8
35988,789,22972,Mariners,1,7,3,8/29/2016,on grass,Night Game,Rangers,0,8,6,7:09 p.m. Local,Globe Life Park in Arlington,Monday,81,3, out to Centerfield,Cloudy,9,3.3,regular season,1,0,Win,8/29/2016,Mariners,2,8.3,112.5,84.5,24.7,0.311,0.491,0.381,0.344,50,,3,10.7,106.9,86.4,10.6,0.304,0.502,0.375,0.37,46.4
36012,790,16056,Nationals,0,9,4,8/29/2016,on grass,Night Game,Phillies,1,4,0,7:06 p.m. Local,Citizens Bank Park,Monday,89,10, in from Leftfield,Cloudy,4,2.966666667,regular season,0,1,Loss,8/29/2016,Nationals,3,13.6,107.3,82.7,-0.1,0.267,0.501,0.354,0.17,36.4,,2,10,111,85.9,14.7,0.24,0.401,0.296,0.244,50
36035,791,32188,Marlins,0,5,1,8/29/2016,on grass,Night Game,Mets,0,7,2,7:12 p.m. Local,Citi Field,Monday,87,7, in from Leftfield,Cloudy,3,3.5,regular season,1,0,Win,8/29/2016,Marlins,1,4,105.1,85.2,18.7,0.215,0.362,0.281,0.256,24,,3,8.6,112.2,86.4,18.9,0.336,0.504,0.391,0.353,51.4
36054,792,18663,Cardinals,1,11,6,8/29/2016,on grass,Night Game,Brewers,2,8,5,6:20 p.m. Local,Miller Park,Monday,80,7, in from Centerfield,Unknown,11,3.4,regular season,0,1,Loss,8/29/2016,Cardinals,1,6.7,109.7,86,2.1,0.139,0.202,0.229,0.326,33.3,,0,0,103.7,77.5,19.2,0.158,0.172,0.163,0.165,18.2
36097,793,22859,Yankees,0,9,5,8/29/2016,on grass,Night Game,Royals,1,11,8,7:17 p.m. Local,Kauffman Stadium,Monday,85,7, from Right to Left,Sunny,13,3.283333333,regular season,1,0,Win,8/29/2016,Yankees,1,4.5,105.7,83.1,17,0.224,0.306,0.256,0.338,36.4,,1,3.6,110.3,83,12.3,0.247,0.359,0.296,0.321,35.7
36103,794,18613,Athletics,2,4,0,8/29/2016,on grass,Night Game,Astros,0,8,6,7:11 p.m. Local,Minute Maid Park,Monday,73,0, in unknown direction,In Dome,6,2.75,regular season,1,0,Win,8/29/2016,Athletics,2,9.5,106.7,86.8,4,0.233,0.394,0.315,0.314,38.1,,1,3.6,104.7,81.7,12,0.284,0.394,0.324,0.317,35.7
36150,795,27201,White Sox,1,9,3,8/29/2016,on grass,Night Game,Tigers,0,7,4,7:10 p.m. Local,Comerica Park,Monday,80,6, from Left to Right,Sunny,7,3.333333333,regular season,1,0,Win,8/29/2016,White Sox,3,13.6,108.4,83.3,13.8,0.279,0.505,0.387,0.36,36.4,,1,4.2,102.7,88.7,16.3,0.268,0.437,0.314,0.164,50
36174,796,24308,Dodgers,0,5,1,8/29/2016,on grass,Night Game,Rockies,1,12,8,6:41 p.m. Local,Coors Field,Monday,70,5, out to Centerfield,Unknown,9,3.6,regular season,1,0,Win,8/29/2016,Dodgers,1,3.7,110.2,80.2,16.6,0.306,0.477,0.365,0.38,33.3,,2,8,105.8,83.5,15.7,0.187,0.377,0.274,0.317,28
36188,797,11327,Twins,1,9,0,8/29/2016,on grass,Night Game,Indians,0,8,1,7:10 p.m. Local,Progressive Field,Monday,78,13, in from Centerfield,Sunny,1,3.316666667,regular season,1,0,Win,8/29/2016,Twins,0,0,108.1,83.4,25,0.239,0.327,0.294,0.267,34.5,,1,3.7,107.5,87.6,17.8,0.309,0.475,0.358,0.266,40.7
36212,798,38951,Pirates,1,13,7,8/29/2016,on grass,Night Game,Cubs,2,17,8,7:07 p.m. Local,Wrigley Field,Monday,75,3, in from Leftfield,Overcast,15,5.05,regular season,1,0,Win,8/29/2016,Pirates,3,7.5,110.7,85,19.3,0.294,0.497,0.37,0.394,30,,2,9.1,107.3,83.5,19.8,0.188,0.297,0.208,0.266,31.8
36251,799,36948,Rays,0,9,4,8/29/2016,on grass,Night Game,Red Sox,0,14,9,7:10 p.m. Local,Fenway Park,Monday,82,11, from Left to Right,Sunny,13,3.183333333,regular season,1,0,Win,8/29/2016,Rays,3,10,112.8,81.7,19.6,0.284,0.51,0.371,0.448,33.3,,1,3.6,107,80.7,22.6,0.273,0.414,0.307,0.321,35.7
36271,800,15532,Blue Jays,0,7,5,8/29/2016,on grass,Night Game,Orioles,0,4,1,7:07 p.m. Local,Oriole Park at Camden Yards,Monday,89,4, in from Leftfield,Sunny,6,2.583333333,regular season,0,1,Loss,8/29/2016,Blue Jays,0,0,107.8,84.5,27.2,0.225,0.323,0.267,0.189,39.1,,0,0,107.1,82.9,22.9,0.17,0.221,0.214,0.242,33.3
36284,801,34161,Reds,0,8,2,8/29/2016,on grass,Night Game,Angels,0,14,9,7:08 p.m. Local,Angel Stadium of Anaheim,Monday,81,4, out to Centerfield,Sunny,11,2.85,regular season,1,0,Win,8/29/2016,Reds,5,15.2,106.9,86.3,15.8,0.347,0.71,0.458,0.534,39.4,,2,6.5,109.6,84.8,26.2,0.283,0.453,0.337,0.274,41.9
36325,816,27901,Rockies,0,16,9,8/27/2016,on grass,Day Game,Nationals,2,12,4,1:05 p.m. Local,Nationals Park,Saturday,88,8, in from Rightfield,Sunny,13,4.816666667,regular season,0,1,Loss,8/27/2016,Rockies,1,3.6,110.8,86.2,15.6,0.259,0.363,0.298,0.284,35.7,,0,0,110.7,77.2,14.9,0.214,0.276,0.295,0.252,24
36343,817,47485,Twins,1,11,7,8/27/2016,on turf,Day Game,Blue Jays,0,10,8,1:08 p.m. Local,Rogers Centre,Saturday,74,7, out to Centerfield,Cloudy,15,3.1,regular season,1,0,Win,8/27/2016,Twins,1,3.6,107.7,82.4,13.1,0.311,0.439,0.374,0.41,14.3,,2,7.4,105.1,84.3,10.1,0.229,0.424,0.311,0.377,29.6
36390,818,44944,Indians,1,7,0,8/27/2016,on grass,Night Game,Rangers,1,10,7,7:07 p.m. Local,Globe Life Park in Arlington,Saturday,89,10, from Left to Right,Sunny,7,2.95,regular season,1,0,Win,8/27/2016,Indians,1,4.2,109.1,84.4,14.3,0.211,0.329,0.232,0.296,29.2,,0,0,108,86.3,22.5,0.25,0.355,0.303,0.295,41.4
36406,819,41607,Athletics,1,4,3,8/27/2016,on grass,Night Game,Cardinals,0,6,2,6:15 p.m. Local,Busch Stadium III,Saturday,87,7, from Right to Left,Cloudy,5,2.866666667,regular season,0,1,Loss,8/27/2016,Athletics,1,4.2,108.8,83.6,12.8,0.193,0.318,0.218,0.205,33.3,,1,5.3,101.1,82.2,17.4,0.198,0.388,0.326,0.231,26.3
